census_tract,PlaceType,count_of_Active_PlaceStatus
17031230500,Dining,10
17031230500,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031230500,Fitness,1
17031230500,Health Services,1
17031230500,Industrial,1
17031230500,Personal Service,3
17031230500,Public Services,1
17031230500,Religious (except school or residence),1
17031230500,Retail,23
17031230500,Service or Programmed Residential Space,1
17031230500,Social Services & Political Advocacy,2
17031230500,Trade Service,8
17031230500,"Wholesale, storage and transit",3
17031230600,Arts and Entertainment,1
17031230600,Childcare and Schools,8
17031230600,Dining,7
17031230600,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031230600,Fitness,1
17031230600,Health Services,2
17031230600,Industrial,3
17031230600,Personal Service,5
17031230600,Religious (except school or residence),4
17031230600,Retail,29
17031230600,Service or Programmed Residential Space,1
17031230600,Trade Service,17
17031230600,"Wholesale, storage and transit",2
17031230700,Arts and Entertainment,3
17031230700,Childcare and Schools,2
17031230700,Dining,8
17031230700,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031230700,Health Services,3
17031230700,Industrial,1
17031230700,Personal Service,10
17031230700,Public Services,1
17031230700,Religious (except school or residence),11
17031230700,Retail,12
17031230700,Social Services & Political Advocacy,3
17031230700,Trade Service,17
17031230700,"Wholesale, storage and transit",1
17031230800,Childcare and Schools,1
17031230800,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031230800,Fitness,1
17031230800,Industrial,3
17031230800,Personal Service,1
17031230800,Religious (except school or residence),3
17031230800,Retail,3
17031230800,Social Services & Political Advocacy,2
17031230800,Trade Service,3
17031230900,Arts and Entertainment,2
17031230900,Childcare and Schools,3
17031230900,Dining,11
17031230900,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031230900,Fitness,1
17031230900,Health Services,3
17031230900,Personal Service,5
17031230900,Religious (except school or residence),6
17031230900,Retail,11
17031230900,Trade Service,1
17031231100,Arts and Entertainment,1
17031231100,Health Services,1
17031231100,Public Services,1
17031231100,Retail,1
17031231200,Childcare and Schools,1
17031231200,Dining,6
17031231200,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031231200,Fitness,1
17031231200,Health Services,1
17031231200,Personal Service,10
17031231200,Religious (except school or residence),7
17031231200,Retail,12
17031231200,Service or Programmed Residential Space,1
17031231200,Social Services & Political Advocacy,2
17031231200,Trade Service,3
17031231500,Childcare and Schools,4
17031231500,Dining,3
17031231500,Health Services,4
17031231500,Personal Service,7
17031231500,Religious (except school or residence),6
17031231500,Retail,7
17031231500,Social Services & Political Advocacy,4
17031231500,Trade Service,3
17031231500,"Wholesale, storage and transit",1
17031240900,Health Services,1
17031242500,Trade Service,1
17031242700,Arts and Entertainment,1
17031242700,Dining,1
17031242700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031242700,Fitness,1
17031242700,Personal Service,3
17031242700,Retail,2
17031242700,Trade Service,4
17031242700,"Wholesale, storage and transit",1
17031242800,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031242800,Fitness,1
17031242800,Industrial,1
17031242800,Religious (except school or residence),1
17031242800,Retail,5
17031242800,Trade Service,15
17031242800,Unknown,1
17031242800,"Wholesale, storage and transit",1
17031242900,Arts and Entertainment,2
17031242900,Childcare and Schools,1
17031242900,Dining,2
17031242900,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031242900,Fitness,1
17031242900,Health Services,1
17031242900,Industrial,4
17031242900,Religious (except school or residence),1
17031242900,Retail,16
17031242900,Social Services & Political Advocacy,2
17031242900,Trade Service,13
17031242900,"Wholesale, storage and transit",1
17031243000,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031243000,Fitness,1
17031243000,Industrial,6
17031243000,Personal Service,1
17031243000,Retail,5
17031243000,Trade Service,9
17031243000,"Wholesale, storage and transit",3
17031243500,Arts and Entertainment,1
17031243500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031243500,Retail,1
17031243500,Social Services & Political Advocacy,1
17031243500,Trade Service,1
17031250200,Dining,3
17031250200,Industrial,5
17031250200,Personal Service,4
17031250200,Public Services,1
17031250200,Religious (except school or residence),1
17031250200,Retail,7
17031250200,Trade Service,5
17031250200,"Wholesale, storage and transit",2
17031250300,Childcare and Schools,2
17031250300,Dining,3
17031250300,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031250300,Industrial,5
17031250300,Personal Service,7
17031250300,Public Services,2
17031250300,Religious (except school or residence),7
17031250300,Retail,7
17031250300,Trade Service,4
17031250300,"Wholesale, storage and transit",3
17031250400,Childcare and Schools,2
17031250400,Dining,7
17031250400,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031250400,Fitness,1
17031250400,Health Services,3
17031250400,Industrial,12
17031250400,Personal Service,15
17031250400,Public Services,1
17031250400,Religious (except school or residence),9
17031250400,Retail,15
17031250400,Social Services & Political Advocacy,2
17031250400,Trade Service,8
17031250400,"Wholesale, storage and transit",5
17031250500,Arts and Entertainment,1
17031250500,Childcare and Schools,2
17031250500,Dining,15
17031250500,"Financial, Insurance, Real Estate, Legal, and Professional",21
17031250500,Health Services,11
17031250500,Industrial,3
17031250500,Personal Service,11
17031250500,Public Services,2
17031250500,Religious (except school or residence),4
17031250500,Retail,16
17031250500,Trade Service,17
17031250500,"Wholesale, storage and transit",2
17031250600,Arts and Entertainment,1
17031250600,Childcare and Schools,2
17031250600,Dining,6
17031250600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031250600,Personal Service,11
17031250600,Religious (except school or residence),14
17031250600,Retail,11
17031250600,Social Services & Political Advocacy,1
17031250600,Trade Service,6
17031250600,"Wholesale, storage and transit",1
17031250700,Dining,6
17031250700,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031250700,Health Services,2
17031250700,Personal Service,17
17031250700,Religious (except school or residence),11
17031250700,Retail,17
17031250700,Trade Service,1
17031250700,"Wholesale, storage and transit",1
17031250800,Dining,5
17031250800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031250800,Fitness,1
17031250800,Industrial,3
17031250800,Personal Service,4
17031250800,Public Services,1
17031250800,Religious (except school or residence),2
17031250800,Retail,17
17031250800,Trade Service,4
17031250800,"Wholesale, storage and transit",1
17031251000,Arts and Entertainment,1
17031251000,Industrial,6
17031251000,Religious (except school or residence),5
17031251000,Retail,6
17031251000,Trade Service,14
17031251000,"Wholesale, storage and transit",1
17031251100,Childcare and Schools,2
17031251100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031251100,Health Services,6
17031251100,Personal Service,1
17031251100,Religious (except school or residence),4
17031251100,Retail,7
17031251100,Service or Programmed Residential Space,2
17031251100,Social Services & Political Advocacy,1
17031251100,Trade Service,2
17031251200,Childcare and Schools,6
17031251200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031251200,Religious (except school or residence),5
17031251200,Retail,2
17031251200,Trade Service,3
17031251200,"Wholesale, storage and transit",1
17031251300,Childcare and Schools,2
17031251300,Dining,4
17031251300,Fitness,1
17031251300,Personal Service,2
17031251300,Public Services,1
17031251300,Religious (except school or residence),12
17031251300,Retail,5
17031251300,Social Services & Political Advocacy,1
17031251300,"Wholesale, storage and transit",1
17031251400,Childcare and Schools,5
17031251400,Dining,1
17031251400,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031251400,Fitness,1
17031251400,Health Services,1
17031251400,Personal Service,1
17031251400,Public Services,1
17031251400,Religious (except school or residence),8
17031251400,Retail,1
17031251400,Service or Programmed Residential Space,1
17031251400,Trade Service,4
17031251400,"Wholesale, storage and transit",1
17031251500,Childcare and Schools,4
17031251500,Dining,1
17031251500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031251500,Religious (except school or residence),5
17031251500,Retail,3
17031251500,Service or Programmed Residential Space,4
17031251500,Social Services & Political Advocacy,1
17031251600,Childcare and Schools,1
17031251600,Religious (except school or residence),6
17031251600,Retail,5
17031251600,Service or Programmed Residential Space,1
17031251700,Dining,2
17031251700,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031251700,Industrial,3
17031251700,Personal Service,3
17031251700,Religious (except school or residence),8
17031251700,Retail,12
17031251700,Trade Service,4
17031251700,"Wholesale, storage and transit",2
17031251800,Dining,1
17031251800,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031251800,Health Services,2
17031251800,Industrial,3
17031251800,Personal Service,7
17031251800,Religious (except school or residence),16
17031251800,Retail,15
17031251800,Service or Programmed Residential Space,1
17031251800,Trade Service,6
17031251800,Unknown,1
17031251800,"Wholesale, storage and transit",3
17031251900,Childcare and Schools,1
17031251900,Dining,2
17031251900,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031251900,Health Services,2
17031251900,Religious (except school or residence),4
17031251900,Retail,5
17031251900,Service or Programmed Residential Space,1
17031251900,Trade Service,1
17031252000,Arts and Entertainment,1
17031252000,Childcare and Schools,2
17031252000,Dining,3
17031252000,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031252000,Health Services,2
17031252000,Personal Service,7
17031252000,Religious (except school or residence),4
17031252000,Retail,6
17031252000,Service or Programmed Residential Space,4
17031252000,Social Services & Political Advocacy,1
17031252000,Trade Service,7
17031252101,Arts and Entertainment,2
17031252101,Dining,2
17031252101,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031252101,Fitness,1
17031252101,Public Services,1
17031252101,Religious (except school or residence),2
17031252101,Retail,2
17031252101,Trade Service,3
17031252102,Arts and Entertainment,2
17031252102,Childcare and Schools,4
17031252102,Dining,3
17031252102,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031252102,Health Services,2
17031252102,Personal Service,7
17031252102,Public Services,2
17031252102,Religious (except school or residence),8
17031252102,Retail,10
17031252102,Trade Service,4
17031252201,Childcare and Schools,1
17031252201,Dining,2
17031252201,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031252201,Fitness,1
17031252201,Health Services,2
17031252201,Industrial,1
17031252201,Personal Service,3
17031252201,Religious (except school or residence),3
17031252201,Retail,2
17031252201,Social Services & Political Advocacy,1
17031252201,Trade Service,3
17031252202,Dining,4
17031252202,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031252202,Health Services,2
17031252202,Industrial,1
17031252202,Personal Service,2
17031252202,Religious (except school or residence),6
17031252202,Retail,8
17031252202,Service or Programmed Residential Space,2
17031252202,Trade Service,6
17031260100,Childcare and Schools,1
17031260100,Dining,2
17031260100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031260100,Health Services,3
17031260100,Industrial,1
17031260100,Personal Service,4
17031260100,Religious (except school or residence),2
17031260100,Retail,18
17031260100,Service or Programmed Residential Space,1
17031260100,Social Services & Political Advocacy,3
17031260100,Trade Service,9
17031260100,"Wholesale, storage and transit",3
17031260200,Childcare and Schools,2
17031260200,Dining,1
17031260200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031260200,Health Services,2
17031260200,Industrial,6
17031260200,Personal Service,1
17031260200,Public Services,1
17031260200,Religious (except school or residence),3
17031260200,Retail,16
17031260200,Social Services & Political Advocacy,1
17031260200,Trade Service,5
17031260300,Arts and Entertainment,1
17031260300,Childcare and Schools,2
17031260300,Industrial,5
17031260300,Personal Service,1
17031260300,Public Services,1
17031260300,Religious (except school or residence),7
17031260300,Retail,2
17031260300,Service or Programmed Residential Space,1
17031260300,Social Services & Political Advocacy,1
17031260300,Trade Service,4
17031260300,"Wholesale, storage and transit",2
17031260400,Arts and Entertainment,2
17031260400,Childcare and Schools,1
17031260400,Dining,1
17031260400,Industrial,5
17031260400,Personal Service,1
17031260400,Religious (except school or residence),3
17031260400,Retail,1
17031260400,Service or Programmed Residential Space,1
17031260400,Social Services & Political Advocacy,2
17031260400,Trade Service,4
17031260500,Childcare and Schools,1
17031260500,Dining,1
17031260500,Industrial,2
17031260500,Religious (except school or residence),5
17031260500,Retail,6
17031260500,Trade Service,1
17031260500,"Wholesale, storage and transit",1
17031260600,Dining,2
17031260600,Personal Service,1
17031260600,Religious (except school or residence),1
17031260600,Retail,4
17031260600,Trade Service,1
17031260700,Dining,1
17031260700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031260700,Health Services,1
17031260700,Personal Service,2
17031260700,Religious (except school or residence),6
17031260700,Retail,17
17031260800,Dining,3
17031260800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031260800,Personal Service,2
17031260800,Public Services,1
17031260800,Religious (except school or residence),2
17031260800,Retail,20
17031260800,Trade Service,1
17031260900,Dining,1
17031260900,Health Services,2
17031260900,Personal Service,1
17031260900,Religious (except school or residence),4
17031260900,Retail,5
17031260900,Trade Service,1
17031260900,"Wholesale, storage and transit",1
17031261000,Arts and Entertainment,1
17031261000,Childcare and Schools,3
17031261000,Dining,1
17031261000,Health Services,1
17031261000,Personal Service,1
17031261000,Religious (except school or residence),2
17031261000,Retail,2
17031261000,Social Services & Political Advocacy,1
17031261000,Trade Service,7
17031261000,"Wholesale, storage and transit",1
17031270500,Childcare and Schools,2
17031270500,Retail,2
17031270500,Service or Programmed Residential Space,2
17031271200,Childcare and Schools,2
17031271200,Dining,3
17031271200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031271200,Health Services,3
17031271200,Personal Service,2
17031271200,Religious (except school or residence),5
17031271200,Retail,6
17031271200,Social Services & Political Advocacy,2
17031271300,Childcare and Schools,3
17031271300,Religious (except school or residence),1
17031271300,Social Services & Political Advocacy,1
17031271300,Trade Service,2
17031271400,Arts and Entertainment,1
17031271400,Childcare and Schools,2
17031271400,Dining,1
17031271400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031271400,Fitness,1
17031271400,Health Services,3
17031271400,Personal Service,2
17031271400,Religious (except school or residence),2
17031271400,Social Services & Political Advocacy,1
17031271400,Trade Service,2
17031271500,Religious (except school or residence),2
17031271500,Retail,1
17031271500,Trade Service,1
17031271800,Childcare and Schools,2
17031271800,Dining,1
17031271800,Health Services,1
17031271800,Religious (except school or residence),4
17031271800,Retail,1
17031271800,Trade Service,2
17031271800,"Wholesale, storage and transit",1
17031280100,Arts and Entertainment,2
17031280100,Childcare and Schools,1
17031280100,Dining,40
17031280100,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031280100,Fitness,2
17031280100,Health Services,5
17031280100,Personal Service,2
17031280100,Retail,9
17031280100,Social Services & Political Advocacy,2
17031280100,Trade Service,7
17031280400,Arts and Entertainment,2
17031280400,Childcare and Schools,5
17031280400,Dining,4
17031280400,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031280400,Fitness,1
17031280400,Health Services,4
17031280400,Industrial,10
17031280400,Personal Service,1
17031280400,Public Services,1
17031280400,Retail,8
17031280400,Social Services & Political Advocacy,3
17031280400,Trade Service,21
17031280400,"Wholesale, storage and transit",8
17031280800,Childcare and Schools,1
17031280800,Dining,1
17031280800,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031280800,Personal Service,2
17031280800,Public Services,1
17031280800,Religious (except school or residence),1
17031280800,Retail,4
17031280800,Social Services & Political Advocacy,1
17031280900,Dining,3
17031280900,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031280900,Personal Service,1
17031280900,Religious (except school or residence),3
17031280900,Retail,3
17031281900,Arts and Entertainment,1
17031281900,Childcare and Schools,3
17031281900,Dining,8
17031281900,"Financial, Insurance, Real Estate, Legal, and Professional",11
17031281900,Fitness,2
17031281900,Health Services,5
17031281900,Personal Service,2
17031281900,Religious (except school or residence),1
17031281900,Retail,4
17031281900,Social Services & Political Advocacy,3
17031281900,Trade Service,4
17031282700,Arts and Entertainment,1
17031282700,Dining,5
17031282700,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031282700,Health Services,1
17031282700,Retail,5
17031282700,Social Services & Political Advocacy,2
17031282700,Trade Service,4
17031282700,"Wholesale, storage and transit",2
17031282800,Arts and Entertainment,1
17031282800,Childcare and Schools,1
17031282800,Dining,1
17031282800,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031282800,Fitness,2
17031282800,Health Services,2
17031282800,Personal Service,7
17031282800,Religious (except school or residence),1
17031282800,Retail,2
17031282800,Social Services & Political Advocacy,3
17031282800,Trade Service,3
17031283100,Arts and Entertainment,1
17031283100,Childcare and Schools,2
17031283100,Dining,24
17031283100,"Financial, Insurance, Real Estate, Legal, and Professional",8
17031283100,Health Services,1
17031283100,Industrial,1
17031283100,Personal Service,4
17031283100,Retail,4
17031283100,Service or Programmed Residential Space,2
17031283100,Trade Service,2
17031283200,Dining,10
17031283200,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031283200,Health Services,4
17031283200,Public Services,1
17031283200,Retail,3
17031283200,Service or Programmed Residential Space,1
17031283200,Trade Service,1
17031283800,Childcare and Schools,2
17031283800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031283800,Other,1
17031283800,Personal Service,1
17031283800,Public Services,1
17031283800,Service or Programmed Residential Space,1
17031283800,Social Services & Political Advocacy,1
17031283800,Trade Service,2
17031283800,"Wholesale, storage and transit",1
17031290900,Childcare and Schools,3
17031290900,Fitness,1
17031290900,Industrial,3
17031290900,Personal Service,1
17031290900,Public Services,1
17031290900,Retail,3
17031290900,Service or Programmed Residential Space,2
17031290900,Social Services & Political Advocacy,1
17031290900,Trade Service,7
17031290900,"Wholesale, storage and transit",1
17031291200,Childcare and Schools,2
17031291200,Personal Service,1
17031291200,Religious (except school or residence),1
17031291600,Industrial,2
17031291600,Trade Service,1
17031292200,Arts and Entertainment,1
17031292200,Childcare and Schools,4
17031292200,Dining,2
17031292200,Other,1
17031292200,Public Services,1
17031292200,Retail,1
17031292200,Trade Service,5
17031292400,Arts and Entertainment,1
17031292400,Childcare and Schools,1
17031292400,Dining,3
17031292400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031292400,Health Services,3
17031292400,Personal Service,3
17031292400,Public Services,3
17031292400,Retail,1
17031292400,Social Services & Political Advocacy,3
17031292400,Trade Service,1
17031292500,Childcare and Schools,3
17031292500,Industrial,13
17031292500,Other,1
17031292500,Retail,3
17031292500,Service or Programmed Residential Space,1
17031292500,Trade Service,5
17031292500,"Wholesale, storage and transit",4
17031300500,Arts and Entertainment,3
17031300500,Childcare and Schools,2
17031300500,Dining,8
17031300500,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031300500,Health Services,8
17031300500,Industrial,1
17031300500,Personal Service,8
17031300500,Religious (except school or residence),1
17031300500,Retail,14
17031300500,Social Services & Political Advocacy,1
17031300500,Trade Service,6
17031300600,Arts and Entertainment,1
17031300600,Childcare and Schools,3
17031300600,Dining,3
17031300600,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031300600,Fitness,1
17031300600,Health Services,7
17031300600,Personal Service,3
17031300600,Religious (except school or residence),6
17031300600,Retail,11
17031300600,Service or Programmed Residential Space,1
17031300600,Social Services & Political Advocacy,2
17031300600,Trade Service,3
17031300700,Arts and Entertainment,1
17031300700,Dining,5
17031300700,"Financial, Insurance, Real Estate, Legal, and Professional",10
17031300700,Fitness,1
17031300700,Personal Service,8
17031300700,Public Services,1
17031300700,Religious (except school or residence),1
17031300700,Retail,15
17031300700,Social Services & Political Advocacy,1
17031300700,Trade Service,7
17031300800,Arts and Entertainment,1
17031300800,Childcare and Schools,1
17031300800,Dining,10
17031300800,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031300800,Health Services,4
17031300800,Personal Service,10
17031300800,Religious (except school or residence),3
17031300800,Retail,16
17031300800,Social Services & Political Advocacy,1
17031300800,Trade Service,12
17031300800,"Wholesale, storage and transit",1
17031300900,Arts and Entertainment,1
17031300900,Childcare and Schools,4
17031300900,Dining,9
17031300900,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031300900,Health Services,5
17031300900,Industrial,1
17031300900,Personal Service,3
17031300900,Public Services,2
17031300900,Religious (except school or residence),1
17031300900,Retail,14
17031300900,Social Services & Political Advocacy,3
17031300900,Trade Service,2
17031300900,"Wholesale, storage and transit",2
17031301100,Childcare and Schools,2
17031301100,Dining,1
17031301100,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031301100,Health Services,2
17031301100,Industrial,2
17031301100,Personal Service,1
17031301100,Religious (except school or residence),2
17031301100,Retail,1
17031301100,Social Services & Political Advocacy,1
17031301100,Trade Service,1
17031301100,"Wholesale, storage and transit",2
17031301200,Childcare and Schools,2
17031301200,Dining,9
17031301200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031301200,Fitness,1
17031301200,Health Services,3
17031301200,Industrial,2
17031301200,Personal Service,6
17031301200,Public Services,2
17031301200,Religious (except school or residence),3
17031301200,Retail,14
17031301200,Service or Programmed Residential Space,1
17031301200,Trade Service,6
17031301200,"Wholesale, storage and transit",1
17031301600,Arts and Entertainment,1
17031301600,Childcare and Schools,1
17031301600,Dining,7
17031301600,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031301600,Fitness,2
17031301600,Health Services,4
17031301600,Personal Service,7
17031301600,Religious (except school or residence),2
17031301600,Retail,14
17031301600,Social Services & Political Advocacy,1
17031301600,Trade Service,5
17031301600,"Wholesale, storage and transit",1
17031301701,Arts and Entertainment,4
17031301701,Childcare and Schools,3
17031301701,Dining,13
17031301701,"Financial, Insurance, Real Estate, Legal, and Professional",15
17031301701,Health Services,12
17031301701,Personal Service,12
17031301701,Religious (except school or residence),3
17031301701,Retail,34
17031301701,Social Services & Political Advocacy,3
17031301701,Trade Service,5
17031301702,Childcare and Schools,4
17031301702,Dining,5
17031301702,Health Services,1
17031301702,Retail,5
17031301702,Social Services & Political Advocacy,1
17031301702,Trade Service,6
17031301801,Arts and Entertainment,1
17031301801,Childcare and Schools,4
17031301801,Dining,5
17031301801,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031301801,Health Services,1
17031301801,Industrial,1
17031301801,Personal Service,5
17031301801,Religious (except school or residence),2
17031301801,Retail,8
17031301801,Social Services & Political Advocacy,1
17031301801,Trade Service,7
17031301802,Arts and Entertainment,1
17031301802,Childcare and Schools,2
17031301802,Dining,10
17031301802,"Financial, Insurance, Real Estate, Legal, and Professional",15
17031301802,Fitness,1
17031301802,Health Services,8
17031301802,Personal Service,9
17031301802,Public Services,1
17031301802,Religious (except school or residence),3
17031301802,Retail,29
17031301802,Social Services & Political Advocacy,2
17031301802,Trade Service,8
17031301802,"Wholesale, storage and transit",1
17031301803,Childcare and Schools,4
17031301803,Dining,3
17031301803,Health Services,2
17031301803,Personal Service,4
17031301803,Public Services,2
17031301803,Religious (except school or residence),2
17031301803,Retail,5
17031301803,Social Services & Political Advocacy,1
17031301803,Trade Service,5
17031301803,"Wholesale, storage and transit",1
17031310200,Arts and Entertainment,5
17031310200,Childcare and Schools,1
17031310200,Dining,7
17031310200,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031310200,Personal Service,1
17031310200,Religious (except school or residence),1
17031310200,Retail,6
17031310200,Trade Service,4
17031310300,Arts and Entertainment,2
17031310300,Childcare and Schools,3
17031310300,Dining,6
17031310300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031310300,Health Services,3
17031310300,Personal Service,8
17031310300,Retail,6
17031310300,Service or Programmed Residential Space,1
17031310300,Trade Service,7
17031310300,"Wholesale, storage and transit",4
17031310400,Childcare and Schools,1
17031310400,Dining,5
17031310400,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031310400,Personal Service,2
17031310400,Retail,5
17031310400,Social Services & Political Advocacy,1
17031310400,Trade Service,5
17031310500,Arts and Entertainment,1
17031310500,Childcare and Schools,1
17031310500,Dining,6
17031310500,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031310500,Health Services,2
17031310500,Industrial,2
17031310500,Personal Service,3
17031310500,Retail,8
17031310500,Social Services & Political Advocacy,5
17031310500,Trade Service,8
17031310500,"Wholesale, storage and transit",2
17031310600,Arts and Entertainment,4
17031310600,Childcare and Schools,6
17031310600,Dining,37
17031310600,"Financial, Insurance, Real Estate, Legal, and Professional",22
17031310600,Health Services,8
17031310600,Industrial,3
17031310600,Personal Service,13
17031310600,Public Services,2
17031310600,Religious (except school or residence),4
17031310600,Retail,28
17031310600,Social Services & Political Advocacy,6
17031310600,Trade Service,7
17031310600,"Wholesale, storage and transit",3
17031310700,Arts and Entertainment,3
17031310700,Childcare and Schools,3
17031310700,Dining,10
17031310700,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031310700,Health Services,1
17031310700,Other,1
17031310700,Personal Service,4
17031310700,Public Services,1
17031310700,Religious (except school or residence),2
17031310700,Retail,10
17031310700,Service or Programmed Residential Space,1
17031310700,Social Services & Political Advocacy,2
17031310700,Trade Service,2
17031310700,"Wholesale, storage and transit",1
17031310800,Arts and Entertainment,3
17031310800,Childcare and Schools,2
17031310800,Dining,21
17031310800,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031310800,Health Services,6
17031310800,Personal Service,13
17031310800,Religious (except school or residence),2
17031310800,Retail,17
17031310800,Social Services & Political Advocacy,5
17031310800,Trade Service,12
17031310800,"Wholesale, storage and transit",2
17031310900,Arts and Entertainment,3
17031310900,Childcare and Schools,2
17031310900,Dining,12
17031310900,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031310900,Health Services,5
17031310900,Personal Service,7
17031310900,Public Services,2
17031310900,Retail,9
17031310900,Social Services & Political Advocacy,3
17031310900,Trade Service,8
17031310900,"Wholesale, storage and transit",3
17031320102,Health Services,2
17031320102,Social Services & Political Advocacy,1
17031320102,Trade Service,1
17031320400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031320400,Social Services & Political Advocacy,1
17031320400,Trade Service,1
17031340300,Arts and Entertainment,1
17031340300,Childcare and Schools,1
17031340300,Dining,3
17031340300,Personal Service,1
17031340300,"Wholesale, storage and transit",1
17031340400,Arts and Entertainment,3
17031340400,Childcare and Schools,1
17031340400,Dining,10
17031340400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031340400,Fitness,1
17031340400,Health Services,1
17031340400,Personal Service,1
17031340400,Religious (except school or residence),3
17031340400,Retail,11
17031340400,Trade Service,3
17031340400,"Wholesale, storage and transit",2
17031340500,Childcare and Schools,2
17031340500,Dining,6
17031340500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031340500,Health Services,1
17031340500,Personal Service,1
17031340500,Retail,1
17031340500,Service or Programmed Residential Space,1
17031340500,Trade Service,5
17031340600,Arts and Entertainment,1
17031340600,Childcare and Schools,2
17031340600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031340600,Fitness,2
17031340600,Public Services,1
17031340600,Religious (except school or residence),1
17031340600,Retail,2
17031340600,Service or Programmed Residential Space,1
17031340600,Social Services & Political Advocacy,1
17031350100,Arts and Entertainment,1
17031350100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031350100,Personal Service,1
17031350100,Social Services & Political Advocacy,1
17031350400,Childcare and Schools,4
17031350400,Dining,1
17031350400,Fitness,1
17031350400,Personal Service,1
17031350400,Service or Programmed Residential Space,1
17031351000,Arts and Entertainment,2
17031351000,Dining,8
17031351000,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031351000,Fitness,3
17031351000,Personal Service,2
17031351000,Religious (except school or residence),1
17031351000,Retail,6
17031351000,Trade Service,2
17031351000,"Wholesale, storage and transit",1
17031351100,Childcare and Schools,2
17031351100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031351100,Personal Service,1
17031351100,Public Services,2
17031351100,Service or Programmed Residential Space,2
17031351100,Social Services & Political Advocacy,1
17031351100,Trade Service,1
17031351400,Arts and Entertainment,1
17031351400,Childcare and Schools,2
17031351400,Dining,3
17031351400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031351400,Fitness,1
17031351400,Health Services,1
17031351400,Other,1
17031351400,Personal Service,3
17031351400,Public Services,1
17031351400,Religious (except school or residence),4
17031351400,Retail,2
17031351400,Service or Programmed Residential Space,1
17031351400,Social Services & Political Advocacy,1
17031351500,Dining,3
