census_tract,Place Type,count_of_Active_PlaceStatus
17031510300,Public Services,2
17031510300,Religious (except school or residence),1
17031510300,Retail,12
17031520100,Childcare and Schools,3
17031520100,Dining,4
17031520100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031520100,Fitness,1
17031520100,Public Services,2
17031520100,Religious (except school or residence),1
17031520100,Retail,3
17031520100,Trade Service,9
17031520100,"Wholesale, Storage and Transportation",1
17031520200,Dining,1
17031520200,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031520200,Personal Service,2
17031520200,Religious (except school or residence),1
17031520200,Service or Programmed Residential Space,1
17031520200,Trade Service,5
17031520200,"Wholesale, Storage and Transportation",2
17031520300,Arts and Entertainment,3
17031520300,Childcare and Schools,2
17031520300,Dining,4
17031520300,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031520300,Health Services,4
17031520300,Personal Service,4
17031520300,Public Services,2
17031520300,Religious (except school or residence),2
17031520300,Retail,7
17031520300,Social Services & Political Advocacy,1
17031520300,Trade Service,6
17031520400,Arts and Entertainment,4
17031520400,Dining,7
17031520400,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031520400,Health Services,2
17031520400,Personal Service,9
17031520400,Public Services,2
17031520400,Religious (except school or residence),1
17031520400,Retail,6
17031520400,Trade Service,3
17031520500,Arts and Entertainment,1
17031520500,Childcare and Schools,1
17031520500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031520500,Fitness,1
17031520500,Personal Service,2
17031520500,Trade Service,1
17031520600,Childcare and Schools,3
17031520600,Religious (except school or residence),1
17031520600,Trade Service,1
17031530100,Dining,1
17031530100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031530100,Religious (except school or residence),2
17031530100,Retail,5
17031530100,Trade Service,3
17031530200,Arts and Entertainment,1
17031530200,Religious (except school or residence),3
17031530200,Retail,1
17031530300,Industrial,2
17031530300,Public Services,1
17031530300,Social Services & Political Advocacy,1
17031530400,Childcare and Schools,1
17031530400,Retail,2
17031530400,Social Services & Political Advocacy,1
17031530501,Childcare and Schools,2
17031530501,Personal Service,2
17031530501,Religious (except school or residence),4
17031530501,Trade Service,2
17031530503,Childcare and Schools,1
17031530503,Dining,2
17031530503,Personal Service,1
17031530503,Retail,1
17031530503,Social Services & Political Advocacy,1
17031530503,Trade Service,4
17031530600,Retail,1
17031540101,Childcare and Schools,6
17031540101,Fitness,1
17031540101,Personal Service,3
17031540101,Public Services,1
17031540101,Religious (except school or residence),1
17031540101,Retail,1
17031540101,Social Services & Political Advocacy,1
17031540101,Trade Service,1
17031540102,Arts and Entertainment,1
17031540102,Childcare and Schools,2
17031540102,Dining,1
17031540102,Fitness,1
17031540102,Health Services,1
17031540102,Industrial,1
17031540102,Other,1
17031540102,Personal Service,1
17031540102,Public Services,1
17031540102,Trade Service,3
17031540102,"Wholesale, Storage and Transportation",2
17031550200,Personal Service,1
17031570100,Dining,4
17031570100,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031570100,Fitness,1
17031570100,Health Services,3
17031570100,Industrial,3
17031570100,Personal Service,1
17031570100,Retail,9
17031570100,Trade Service,5
17031570100,"Wholesale, Storage and Transportation",7
17031570200,Arts and Entertainment,1
17031570200,Childcare and Schools,1
17031570200,Dining,10
17031570200,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031570200,Health Services,4
17031570200,Industrial,6
17031570200,Other,1
17031570200,Personal Service,2
17031570200,Retail,21
17031570200,Social Services & Political Advocacy,3
17031570200,Trade Service,4
17031570200,"Wholesale, Storage and Transportation",10
17031570300,Arts and Entertainment,6
17031570300,Childcare and Schools,7
17031570300,Dining,21
17031570300,"Financial, Insurance, Real Estate, Legal, and Professional",19
17031570300,Fitness,2
17031570300,Health Services,6
17031570300,Industrial,2
17031570300,Personal Service,14
17031570300,Public Services,3
17031570300,Religious (except school or residence),2
17031570300,Retail,9
17031570300,Social Services & Political Advocacy,2
17031570300,Trade Service,10
17031570400,Arts and Entertainment,1
17031570400,Childcare and Schools,4
17031570400,Dining,4
17031570400,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031570400,Fitness,1
17031570400,Health Services,2
17031570400,Industrial,3
17031570400,Personal Service,6
17031570400,Religious (except school or residence),1
17031570400,Retail,7
17031570400,Service or Programmed Residential Space,2
17031570400,Social Services & Political Advocacy,1
17031570400,Trade Service,13
17031570400,"Wholesale, Storage and Transportation",3
17031570500,Arts and Entertainment,2
17031570500,Childcare and Schools,1
17031570500,Dining,8
17031570500,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031570500,Health Services,5
17031570500,Industrial,1
17031570500,Personal Service,1
17031570500,Religious (except school or residence),1
17031570500,Retail,7
17031570500,Trade Service,6
17031580100,Arts and Entertainment,1
17031580100,Childcare and Schools,4
17031580100,Dining,7
17031580100,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031580100,Fitness,1
17031580100,Industrial,8
17031580100,Personal Service,8
17031580100,Public Services,2
17031580100,Religious (except school or residence),3
17031580100,Retail,11
17031580100,Trade Service,6
17031580100,"Wholesale, Storage and Transportation",4
17031580200,Dining,5
17031580200,Industrial,1
17031580200,Retail,7
17031580200,Trade Service,5
17031580200,"Wholesale, Storage and Transportation",6
17031580300,Childcare and Schools,1
17031580300,Dining,1
17031580300,Industrial,2
17031580300,Personal Service,1
17031580300,Retail,2
17031580300,Trade Service,7
17031580300,"Wholesale, Storage and Transportation",4
17031580400,Arts and Entertainment,2
17031580400,Childcare and Schools,4
17031580400,Dining,14
17031580400,"Financial, Insurance, Real Estate, Legal, and Professional",9
17031580400,Health Services,4
17031580400,Personal Service,11
17031580400,Retail,16
17031580400,Social Services & Political Advocacy,5
17031580400,Trade Service,12
17031580400,"Wholesale, Storage and Transportation",2
17031580501,Arts and Entertainment,2
17031580501,Childcare and Schools,6
17031580501,Dining,15
17031580501,"Financial, Insurance, Real Estate, Legal, and Professional",12
17031580501,Fitness,2
17031580501,Health Services,7
17031580501,Personal Service,7
17031580501,Public Services,1
17031580501,Religious (except school or residence),5
17031580501,Retail,19
17031580501,Social Services & Political Advocacy,1
17031580501,Trade Service,5
17031580501,"Wholesale, Storage and Transportation",1
17031580502,Childcare and Schools,9
17031580502,Dining,23
17031580502,"Financial, Insurance, Real Estate, Legal, and Professional",20
17031580502,Fitness,1
17031580502,Health Services,17
17031580502,Personal Service,16
17031580502,Public Services,2
17031580502,Religious (except school or residence),4
17031580502,Retail,33
17031580502,Social Services & Political Advocacy,1
17031580502,Trade Service,9
17031580502,"Wholesale, Storage and Transportation",1
17031580600,Childcare and Schools,2
17031580600,Dining,12
17031580600,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031580600,Fitness,1
17031580600,Health Services,3
17031580600,Personal Service,18
17031580600,Religious (except school or residence),2
17031580600,Retail,17
17031580600,Trade Service,4
17031580600,"Wholesale, Storage and Transportation",1
17031580700,Dining,7
17031580700,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031580700,Health Services,1
17031580700,Personal Service,4
17031580700,Religious (except school or residence),2
17031580700,Retail,13
17031580700,Trade Service,9
17031580700,"Wholesale, Storage and Transportation",1
17031580800,Arts and Entertainment,1
17031580800,Dining,7
17031580800,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031580800,Fitness,1
17031580800,Health Services,2
17031580800,Personal Service,1
17031580800,Retail,7
17031580800,Trade Service,6
17031610300,Arts and Entertainment,4
17031610300,Childcare and Schools,3
17031610300,Dining,18
17031610300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031610300,Fitness,1
17031610300,Health Services,5
17031610300,Industrial,10
17031610300,Personal Service,5
17031610300,Public Services,3
17031610300,Religious (except school or residence),1
17031610300,Retail,33
17031610300,Social Services & Political Advocacy,3
17031610300,Trade Service,14
17031610300,"Wholesale, Storage and Transportation",11
17031610400,Arts and Entertainment,2
17031610400,Childcare and Schools,1
17031610400,Dining,5
17031610400,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031610400,Health Services,1
17031610400,Personal Service,4
17031610400,Religious (except school or residence),2
17031610400,Retail,21
17031610400,Service or Programmed Residential Space,1
17031610400,Social Services & Political Advocacy,1
17031610400,Trade Service,5
17031610800,Dining,1
17031610800,Fitness,1
17031610800,Industrial,1
17031610800,Trade Service,1
17031611200,Childcare and Schools,4
17031611200,Dining,2
17031611200,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031611200,Health Services,1
17031611200,Industrial,1
17031611200,Personal Service,11
17031611200,Retail,30
17031611200,Service or Programmed Residential Space,1
17031611200,Social Services & Political Advocacy,1
17031611200,Trade Service,8
17031611200,"Wholesale, Storage and Transportation",1
17031611300,Arts and Entertainment,1
17031611300,Childcare and Schools,5
17031611300,Dining,9
17031611300,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031611300,Health Services,4
17031611300,Personal Service,4
17031611300,Religious (except school or residence),4
17031611300,Retail,24
17031611300,Social Services & Political Advocacy,3
17031611300,Trade Service,3
17031611400,Childcare and Schools,4
17031611400,Dining,3
17031611400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031611400,Health Services,1
17031611400,Personal Service,2
17031611400,Religious (except school or residence),1
17031611400,Retail,11
17031611400,Social Services & Political Advocacy,2
17031611400,Trade Service,1
17031611500,Childcare and Schools,2
17031611500,Dining,4
17031611500,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031611500,Fitness,1
17031611500,Health Services,1
17031611500,Industrial,2
17031611500,Personal Service,2
17031611500,Public Services,1
17031611500,Religious (except school or residence),1
17031611500,Retail,6
17031611500,Service or Programmed Residential Space,2
17031611500,Social Services & Political Advocacy,1
17031611500,Trade Service,4
17031611600,Dining,2
17031611600,Personal Service,1
17031611600,Religious (except school or residence),2
17031611600,Retail,1
17031611600,Trade Service,2
17031611700,Childcare and Schools,2
17031611700,Dining,1
17031611700,Other,1
17031611700,Religious (except school or residence),4
17031611700,Retail,5
17031611700,Social Services & Political Advocacy,1
17031611800,Childcare and Schools,2
17031611800,Religious (except school or residence),5
17031611800,Retail,5
17031611800,Trade Service,4
17031611900,Childcare and Schools,3
17031611900,Cook County Land Bank,1
17031611900,Health Services,2
17031611900,Personal Service,3
17031611900,Public Services,1
17031611900,Religious (except school or residence),5
17031611900,Retail,8
17031611900,Social Services & Political Advocacy,3
17031611900,Trade Service,2
17031612000,Childcare and Schools,1
17031612000,Religious (except school or residence),2
17031612100,Childcare and Schools,1
17031612100,Religious (except school or residence),2
17031612100,Retail,2
17031612100,Service or Programmed Residential Space,1
17031612100,Social Services & Political Advocacy,1
17031612200,Dining,3
17031612200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031612200,Industrial,1
17031612200,Personal Service,1
17031612200,Religious (except school or residence),1
17031612200,Retail,3
17031612200,Trade Service,2
17031612200,"Wholesale, Storage and Transportation",5
17031620300,Childcare and Schools,1
17031620300,F.I.R.E,1
17031620300,Trade Service,2
17031620400,Dining,2
17031620400,Industrial,1
17031620400,Trade Service,1
17031630300,Arts and Entertainment,2
17031630300,Childcare and Schools,4
17031630300,Dining,6
17031630300,"Financial, Insurance, Real Estate, Legal, and Professional",7
17031630300,Fitness,1
17031630300,Health Services,5
17031630300,Industrial,1
17031630300,Personal Service,7
17031630300,Public Services,1
17031630300,Retail,10
17031630300,Social Services & Political Advocacy,2
17031630300,Trade Service,7
17031630300,"Wholesale, Storage and Transportation",2
17031630400,Childcare and Schools,1
17031630400,Dining,9
17031630400,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031630400,Fitness,1
17031630400,Health Services,2
17031630400,Personal Service,4
17031630400,Religious (except school or residence),1
17031630400,Retail,12
17031630400,Trade Service,2
17031630500,Arts and Entertainment,1
17031630500,Childcare and Schools,5
17031630500,Dining,3
17031630500,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031630500,Personal Service,1
17031630500,Religious (except school or residence),2
17031630500,Retail,7
17031630500,Service or Programmed Residential Space,1
17031630500,Social Services & Political Advocacy,1
17031630500,Trade Service,2
17031630600,Childcare and Schools,2
17031630600,Dining,2
17031630600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031630600,Health Services,1
17031630600,Industrial,2
17031630600,Personal Service,5
17031630600,Public Services,3
17031630600,Retail,5
17031630600,Trade Service,7
17031630600,"Wholesale, Storage and Transportation",3
17031630800,Childcare and Schools,1
17031630800,Dining,10
17031630800,"Financial, Insurance, Real Estate, Legal, and Professional",6
17031630800,Fitness,2
17031630800,Health Services,3
17031630800,Personal Service,6
17031630800,Religious (except school or residence),1
17031630800,Retail,9
17031630800,Trade Service,8
17031630800,"Wholesale, Storage and Transportation",1
17031630900,Arts and Entertainment,1
17031630900,Childcare and Schools,6
17031630900,Dining,9
17031630900,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031630900,Health Services,1
17031630900,Industrial,1
17031630900,Non-residential religious,2
17031630900,Personal Service,4
17031630900,Public Services,1
17031630900,Religious (except school or residence),1
17031630900,Retail,3
17031640100,Personal Service,1
17031650100,Arts and Entertainment,1
17031650100,Childcare and Schools,5
17031650100,Dining,7
17031650100,F.I.R.E,3
17031650100,Health Services,6
17031650100,Personal Service,2
17031650100,Public Services,1
17031650100,Religious (except school or residence),1
17031650100,Retail,9
17031650100,Service or Programmed Residential Space,2
17031650100,Social Services & Political Advocacy,1
17031650100,Trade Service,8
17031650100,"Wholesale, Storage and Transportation",1
17031650200,Arts and Entertainment,3
17031650200,Childcare and Schools,4
17031650200,Dining,17
17031650200,F.I.R.E,10
17031650200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031650200,Fitness,1
17031650200,Health Services,13
17031650200,Personal Service,14
17031650200,Public Services,1
17031650200,Religious (except school or residence),2
17031650200,Retail,13
17031650200,Social Services & Political Advocacy,2
17031650200,Trade Service,8
17031650200,"Wholesale, Storage and Transportation",1
17031650301,Arts and Entertainment,3
17031650301,Childcare and Schools,3
17031650301,Dining,10
17031650301,F.I.R.E,15
17031650301,Fitness,1
17031650301,Health Services,7
17031650301,Industrial,1
17031650301,Non-residential religious,2
17031650301,Personal Service,10
17031650301,Religious (except school or residence),2
17031650301,Retail,15
17031650301,Trade Service,10
17031650302,Arts and Entertainment,1
17031650302,Childcare and Schools,2
17031650302,Dining,5
17031650302,F.I.R.E,6
17031650302,Health Services,5
17031650302,Non-residential religious,1
17031650302,Personal Service,3
17031650302,Religious (except school or residence),1
17031650302,Retail,12
17031650302,Trade Service,2
17031650400,Childcare and Schools,4
17031650400,Dining,10
17031650400,F.I.R.E,4
17031650400,Fitness,1
17031650400,Health Services,4
17031650400,Industrial,1
17031650400,Personal Service,3
17031650400,Retail,5
17031650400,Service or Programmed Residential Space,1
17031650400,Trade Service,5
17031650500,Arts and Entertainment,1
17031650500,Childcare and Schools,1
17031650500,Dining,6
17031650500,F.I.R.E,7
17031650500,Health Services,3
17031650500,Industrial,5
17031650500,Personal Service,3
17031650500,Public Services,3
17031650500,Retail,7
17031650500,Service or Programmed Residential Space,3
17031650500,Trade Service,5
17031650500,"Wholesale, Storage and Transportation",2
17031660301,Arts and Entertainment,1
17031660301,Dining,1
17031660302,Childcare and Schools,1
17031660302,Dining,2
17031660302,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031660302,Health Services,1
17031660302,Personal Service,3
17031660302,Public Services,1
17031660302,Retail,5
17031660302,Trade Service,3
17031660400,Childcare and Schools,1
17031660400,Dining,1
17031660400,F.I.R.E,1
17031660400,"Financial, Insurance, Real Estate, Legal, and Professional",3
17031660400,Non-residential religious,5
17031660400,Personal Service,3
17031660400,Public Services,1
17031660400,Religious (except school or residence),1
17031660400,Retail,6
17031660400,Trade Service,3
17031660500,Childcare and Schools,1
17031660500,Retail,1
17031660500,Trade Service,2
17031660600,F.I.R.E,1
17031660600,Non-residential religious,1
17031660600,Personal Service,1
17031660600,Religious (except school or residence),1
17031660600,Retail,1
17031660600,Trade Service,1
17031660700,Dining,1
17031660700,Personal Service,1
17031660700,Religious (except school or residence),1
17031660700,Retail,2
17031660700,Trade Service,1
17031660800,Childcare and Schools,1
17031660800,Health Services,1
17031660800,Non-residential religious,2
17031660800,Retail,1
17031660800,Social Services & Political Advocacy,1
17031660900,Childcare and Schools,3
17031660900,Non-residential religious,2
17031660900,Public Services,1
17031660900,Retail,4
17031660900,Trade Service,3
17031661000,Dining,1
17031661000,Retail,1
17031661000,Trade Service,2
17031661100,Personal Service,1
17031661100,Trade Service,1
17031670100,Childcare and Schools,2
17031670100,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031670100,Personal Service,4
17031670100,Religious (except school or residence),2
17031670100,Retail,1
17031670100,Social Services & Political Advocacy,1
17031670100,Trade Service,1
17031670200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031670200,Personal Service,2
17031670200,Religious (except school or residence),3
17031670200,Retail,2
17031670200,Trade Service,4
17031670300,Childcare and Schools,1
17031670300,Dining,5
17031670300,Other,2
17031670300,Personal Service,1
17031670300,Public Services,1
17031670300,Religious (except school or residence),5
17031670300,Retail,3
17031670300,Social Services & Political Advocacy,1
17031670300,Trade Service,2
17031670400,Childcare and Schools,1
17031670400,Dining,1
17031670400,Religious (except school or residence),3
17031670400,Retail,1
17031670400,Social Services & Political Advocacy,1
17031670500,Personal Service,1
17031670500,Religious (except school or residence),1
17031670500,Retail,3
17031670500,Social Services & Political Advocacy,1
17031670500,"Wholesale, Storage and Transportation",1
17031670600,Childcare and Schools,1
17031670600,Religious (except school or residence),3
17031670700,Childcare and Schools,1
17031670700,Dining,1
17031670700,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031670700,Health Services,1
17031670700,Personal Service,3
17031670700,Religious (except school or residence),3
17031670700,Retail,9
17031670700,Social Services & Political Advocacy,2
17031670700,Trade Service,3
17031670800,Childcare and Schools,2
17031670800,Dining,2
17031670800,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031670800,Health Services,1
17031670800,Personal Service,4
17031670800,Public Services,2
17031670800,Religious (except school or residence),1
17031670800,Retail,9
17031670800,Service or Programmed Residential Space,1
17031670800,Trade Service,1
17031670800,"Wholesale, Storage and Transportation",1
17031670900,Childcare and Schools,1
17031670900,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031670900,Personal Service,1
17031670900,Public Services,1
17031670900,Religious (except school or residence),3
17031670900,Retail,3
17031670900,Trade Service,1
17031671100,Childcare and Schools,3
17031671100,Public Services,1
17031671100,Religious (except school or residence),3
17031671100,Trade Service,1
17031671200,Dining,1
17031671200,Personal Service,1
17031671200,Public Services,2
17031671200,Religious (except school or residence),3
17031671200,Retail,2
17031671200,Social Services & Political Advocacy,1
17031671300,Childcare and Schools,1
17031671300,Personal Service,1
17031671300,Religious (except school or residence),2
17031671300,Retail,1
17031671300,Trade Service,3
17031671400,Childcare and Schools,1
17031671400,Dining,1
17031671400,Personal Service,1
17031671400,Retail,2
17031671400,Social Services & Political Advocacy,1
17031671500,Childcare and Schools,3
17031671500,Dining,4
17031671500,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031671500,Religious (except school or residence),4
17031671500,Retail,12
17031671500,Service or Programmed Residential Space,1
17031671500,Trade Service,2
17031671600,Dining,2
17031671600,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031671600,Personal Service,3
17031671600,Religious (except school or residence),11
17031671600,Retail,5
17031671600,Service or Programmed Residential Space,1
17031671600,Social Services & Political Advocacy,1
17031671600,Trade Service,3
17031671800,Childcare and Schools,2
17031671800,Fitness,1
17031671800,Religious (except school or residence),3
17031671800,Retail,2
17031671800,Trade Service,1
17031671900,Religious (except school or residence),5
17031671900,Retail,4
17031671900,Trade Service,1
17031671900,"Wholesale, Storage and Transportation",1
17031672000,Childcare and Schools,5
17031672000,Industrial,2
17031672000,Personal Service,3
17031672000,Religious (except school or residence),3
17031672000,Retail,4
17031672000,Social Services & Political Advocacy,1
17031672000,Trade Service,1
17031680500,Fitness,1
17031680500,Religious (except school or residence),5
17031680500,Retail,1
17031680500,Trade Service,2
17031680600,Personal Service,1
17031680600,Religious (except school or residence),5
17031680600,Retail,5
17031680600,Trade Service,2
17031680900,Childcare and Schools,8
17031680900,Dining,4
17031680900,Health Services,2
17031680900,Personal Service,1
17031680900,Public Services,1
17031680900,Religious (except school or residence),9
17031680900,Retail,11
17031680900,Service or Programmed Residential Space,3
17031680900,Social Services & Political Advocacy,2
17031680900,Trade Service,2
17031681000,Childcare and Schools,3
17031681000,Dining,1
17031681000,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031681000,Health Services,6
17031681000,Personal Service,9
17031681000,Religious (except school or residence),3
17031681000,Retail,6
17031681000,Service or Programmed Residential Space,2
17031681000,Social Services & Political Advocacy,2
17031681100,Arts and Entertainment,1
17031681100,Childcare and Schools,2
17031681100,Dining,2
17031681100,Health Services,1
17031681100,Personal Service,2
17031681100,Religious (except school or residence),14
17031681100,Retail,1
17031681100,Social Services & Political Advocacy,2
17031681100,Trade Service,2
17031681200,Childcare and Schools,4
17031681200,Dining,6
17031681200,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031681200,Health Services,2
17031681200,Other,1
17031681200,Personal Service,1
17031681200,Religious (except school or residence),8
17031681200,Retail,11
17031681200,Service or Programmed Residential Space,1
17031681200,Social Services & Political Advocacy,1
17031681200,Trade Service,1
17031681300,Childcare and Schools,1
17031681300,Fitness,1
17031681300,Public Services,1
17031681300,Religious (except school or residence),3
17031681300,Retail,2
17031681300,Trade Service,1
17031681400,Childcare and Schools,3
17031681400,Dining,1
17031681400,Religious (except school or residence),9
17031681400,Retail,5
17031681400,Trade Service,3
17031681400,"Wholesale, Storage and Transportation",1
17031690300,F.I.R.E,1
17031690300,Health Services,1
17031690300,Personal Service,2
17031690300,Religious (except school or residence),2
17031690300,Service or Programmed Residential Space,1
17031690300,Social Services & Political Advocacy,2
17031690300,Trade Service,1
17031690400,Childcare and Schools,3
17031690400,Dining,1
17031690400,F.I.R.E,1
17031690400,Health Services,1
17031690400,Personal Service,2
17031690400,Religious (except school or residence),6
17031690400,Retail,3
17031690400,Social Services & Political Advocacy,1
17031690400,Trade Service,5
17031690400,"Wholesale, Storage and Transportation",3
17031690500,Childcare and Schools,2
17031690500,Dining,1
17031690500,Health Services,2
17031690500,Personal Service,3
17031690500,Religious (except school or residence),2
17031690500,Retail,1
17031690500,Trade Service,4
17031690500,"Wholesale, Storage and Transportation",1
17031690900,Arts and Entertainment,4
17031690900,Childcare and Schools,6
17031690900,Dining,8
17031690900,F.I.R.E,5
17031690900,Health Services,3
17031690900,Non-residential religious,4
17031690900,Other,1
17031690900,Personal Service,13
17031690900,Religious (except school or residence),6
17031690900,Retail,9
17031690900,Trade Service,9
17031691000,Childcare and Schools,7
17031691000,Dining,13
17031691000,F.I.R.E,6
17031691000,Fitness,2
17031691000,Health Services,1
17031691000,Non-residential religious,3
17031691000,Other,1
17031691000,Personal Service,4
17031691000,Religious (except school or residence),6
17031691000,Retail,19
17031691000,Social Services & Political Advocacy,3
17031691000,Trade Service,4
17031691000,"Wholesale, Storage and Transportation",2
17031691100,Childcare and Schools,1
17031691100,Dining,4
17031691100,F.I.R.E,3
17031691100,Health Services,2
17031691100,Personal Service,4
17031691100,Religious (except school or residence),1
17031691100,Retail,8
17031691100,Service or Programmed Residential Space,1
17031691100,Social Services & Political Advocacy,2
17031691100,Trade Service,2
17031691200,Childcare and Schools,2
17031691200,Dining,3
17031691200,F.I.R.E,4
17031691200,Fitness,1
17031691200,Health Services,2
17031691200,Personal Service,6
17031691200,Religious (except school or residence),4
17031691200,Retail,9
17031691200,Social Services & Political Advocacy,9
17031691200,Trade Service,7
17031691200,"Wholesale, Storage and Transportation",2
17031691300,Arts and Entertainment,1
17031691300,Childcare and Schools,3
17031691300,Dining,7
17031691300,F.I.R.E,5
17031691300,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031691300,Fitness,1
17031691300,Health Services,6
17031691300,Non-residential religious,2
17031691300,Other,1
17031691300,Personal Service,4
17031691300,Religious (except school or residence),3
17031691300,Retail,17
17031691300,Trade Service,8
17031691400,Arts and Entertainment,4
17031691400,Childcare and Schools,4
17031691400,Dining,11
17031691400,F.I.R.E,5
17031691400,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031691400,Health Services,1
17031691400,Non-residential religious,5
17031691400,Other,2
17031691400,Personal Service,27
17031691400,Public Services,2
17031691400,Religious (except school or residence),5
17031691400,Retail,27
17031691400,Social Services & Political Advocacy,2
17031691400,Trade Service,8
17031691500,Arts and Entertainment,4
17031691500,Childcare and Schools,11
17031691500,Dining,10
17031691500,F.I.R.E,6
17031691500,"Financial, Insurance, Real Estate, Legal, and Professional",4
17031691500,Fitness,1
17031691500,Health Services,4
17031691500,Industrial,3
17031691500,Non-residential religious,4
17031691500,Personal Service,9
17031691500,Public services,1
17031691500,Religious (except school or residence),6
17031691500,Retail,19
17031691500,Service or Programmed Residential Space,4
17031691500,Trade Service,6
17031691500,"Wholesale, Storage and Transportation",1
17031700200,"Wholesale, Storage and Transportation",1
17031700402,Retail,1
17031710100,Childcare and Schools,1
17031710100,Dining,1
17031710100,Health Services,2
17031710100,Personal Service,3
17031710100,Public Services,1
17031710100,Religious (except school or residence),2
17031710100,Retail,5
17031710100,Service or Programmed Residential Space,1
17031710100,Social Services & Political Advocacy,1
17031710100,Trade Service,1
17031710200,Arts and Entertainment,1
17031710200,Childcare and Schools,3
17031710200,Dining,3
17031710200,Personal Service,2
17031710200,Public Services,1
17031710200,Religious (except school or residence),5
17031710200,Retail,4
17031710200,Social Services & Political Advocacy,1
17031710200,Trade Service,1
17031710300,Arts and Entertainment,1
17031710300,Childcare and Schools,1
17031710300,Dining,1
17031710300,Industrial,1
17031710300,Personal Service,1
17031710300,Religious (except school or residence),4
17031710300,Retail,2
17031710300,Service or Programmed Residential Space,1
17031710300,Social Services & Political Advocacy,2
17031710300,"Wholesale, Storage and Transportation",1
17031710400,Childcare and Schools,6
17031710400,Dining,6
17031710400,Personal Service,11
17031710400,Religious (except school or residence),7
17031710400,Retail,10
17031710400,Trade Service,6
17031710500,Childcare and Schools,8
17031710500,Dining,8
17031710500,"Financial, Insurance, Real Estate, Legal, and Professional",5
17031710500,Fitness,1
17031710500,Health Services,1
17031710500,Personal Service,9
17031710500,Religious (except school or residence),6
17031710500,Retail,14
17031710500,Service or Programmed Residential Space,2
17031710500,Trade Service,1
17031710500,"Wholesale, Storage and Transportation",3
17031710600,Childcare and Schools,3
17031710600,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031710600,Personal Service,3
17031710600,Religious (except school or residence),2
17031710600,Retail,4
17031710700,Childcare and Schools,3
17031710700,Dining,5
17031710700,Health Services,1
17031710700,Other,1
17031710700,Personal Service,6
17031710700,Religious (except school or residence),8
17031710700,Retail,7
17031710700,Service or Programmed Residential Space,3
17031710700,Trade Service,4
17031710800,Arts and Entertainment,1
17031710800,Childcare and Schools,9
17031710800,Dining,9
17031710800,"Financial, Insurance, Real Estate, Legal, and Professional",1
17031710800,Health Services,1
17031710800,Personal Service,4
17031710800,Public Services,2
17031710800,Religious (except school or residence),6
17031710800,Retail,9
17031710800,Service or Programmed Residential Space,3
17031710800,Social Services & Political Advocacy,10
17031710800,Trade Service,6
17031710900,Childcare and Schools,2
17031710900,Dining,3
17031710900,Industrial,1
17031710900,Other,1
17031710900,Personal Service,3
17031710900,Public Services,1
17031710900,Religious (except school or residence),3
17031710900,Retail,12
17031710900,Service or Programmed Residential Space,2
17031710900,Social Services & Political Advocacy,3
17031710900,Trade Service,8
17031710900,"Wholesale, Storage and Transportation",1
17031711000,Arts and Entertainment,2
17031711000,Childcare and Schools,3
17031711000,Dining,3
17031711000,"Financial, Insurance, Real Estate, Legal, and Professional",2
17031711000,Health Services,1
17031711000,Personal Service,4
17031711000,Religious (except school or residence),16
17031711000,Retail,4
